rec_id,culture,sex,age,date_of_birth,title,given_name,surname,state,suburb,postcode,street_number,address_1,address_2,phone_number,soc_sec_id,blocking_number,family_role,_gt_id
rec-90-dup-1,eng,f,10,20100501,,charlie,hame don,,armi d le,72 0,13,fanning place,,08 70845470,95884 5,5,NoRole,rec-90
rec-26-dup-1,jap,f,29,19911003,,jessica,ichijo,nsw,boat harbour,5213,080,macumba place,,2 84742915,8407424,6,NoRole,rec-26
rec-165-org,chi,f,30,,,dylan,ngan,qld,babinda,2360,13,gleadow street,australia fair medical west centre,03 33931404,8680476,0,NoRole,rec-165
rec-173-dup-2,chi,f,35,19850323,,raxel,ling,,iangan,4670,12,bray plake,,08 80275564,6247513,2,NoRole,rec-173
rec-201-dup-1,usa,v,29,19910213,,rael,flores,qld,mcdesme,2261,47,mainwaring rickh circuit,,613 96958018,7240662,3,NoRole,rec-201
rec-93-org,usa,,21,,,jake,osborne,nsw,castlereagh,2380,2,richards street,,02 36019643,1988689,0,NoRole,rec-93
rec-15-dup-0,usa,,44,,,joshua,lowery,vic,heywood,2541,8 9,lexcen avenue,ra 23076,0880190 58,6o33 03,8,NoRole,rec-15
rec-198-org,eng,f,28,19921018,,nikita,fraser,qld,shelly beach,5046,10,,woodlands house,613 30678140,3209176,4,NoRole,rec-198
rec-65-dup-4,eng,,,19490319,,amber,tennyson,vic,annandale,2546,10,wrenfordsl y place,,8 52 55054,764 302,7,NoRole,rec-65
rec-155-dup-0,ind,,38,19820518,mr,erin,lalit,,wahrporsfa,3150,,brill place,,03 87356169,8655238,0,NoRole,rec-155
rec-280-dup-0,chi,f,23,,ms,lea,mar,nsw,yi,2482,45,wolfinkam plac,aronui,02 88803983,1837499,0,NoRole,rec-280
rec-20-org,ser,m,35,19850417,,ethan,velic,nsw,hillsdale,3136,68,nimbin street,,02 63413586,9903500,3,NoRole,rec-20
rec-251-dup-0,ind,f,34,,,belinda,malipatlolla,nsw,the rocks,2135,315,perry drive,cascina,08 05592630,8205440,8,NoRole,rec-251
rec-144-org,sri,f,,19030623,ms,keaton,pushpakumara,vic,goorambat,2640,11,de smet place,,8 86073070,8490459,4,NoRole,rec-144
rec-71-dup-0,pol,,2,19931 28,mr,gracie,drzazgowski,,salisbury,3044,115,sid barnes  rescent,,08 31262021,5090739,1,NoRole,rec-71
rec-12-dup-0,iri,f,31,19890911,,plack,beirne,qlt,barlows hill,2210,4,pillip avenue,,613 27468450,3820847,9,NoRole,rec-12
rec-145-org,usa,f,36,19840825,ms,tiana,hicks,nsw,rocky glen,2067,279,fullagar crescent,,02 99444799,8957120,8,NoRole,rec-145
rec-100-dup-0,eng,f,30,19900 09,,aaliyah,prou foot,nsw,,4133,87,wylly p  ce,,291347441,1765693,4,NoRole,rec-100
rec-170-dup-2,usa,f,32,19880210,,jessica,p itts,sa,robe,2044,4,mcfarlan place,keelee,7 40943 2 77,6384123,6,NoRole,rec-170
rec-176-org,ser,,9,20110222,hon,renee,crnogorac,qld,columbia,4171,24,kambalda crescent,windy gully,3 19410373,3623695,9,NoRole,rec-176
rec-57-org,usa,f,32,19880926,ms,ky,nichols,vic,bittern,3941,30,macleay street,,8 17424946,1100784,2,NoRole,rec-57
rec-24-org,chi,f,24,19960921,,matilda,chuger,nsw,manly vale,3149,64,wray place,collier park vlge,02 44966028,4495131,6,NoRole,rec-24
rec-293-dup-2,chi,f,12,20080201,,br ok,fu,sa,good ood,2135,7,gungurra crescent,bethe l  ostel,07 93913672,3463733,1,NoRole,rec-293
rec-76-org,nor,f,32,19881024,ms,ruby,fagerberg,vic,gatum,3440,18,wargila place,,618 57373900,9558794,0,NoRole,rec-76
rec-228-dup-3,ina,f,20,20001204,,ariston,,nsw,kings langley,5244,13,dirrawan garden,,03 05711906,8662446,8,NoRole,rec-228
rec-46-org,eng,f,38,19820827,,elly,huxtable,,yagoona,2575,106,james street,,04 85592130,6772242,1,NoRole,rec-46
rec-298-dup-2,chi,,34,19860813,,zerena,tseung,vic,gowankaahdi,6056,36,marengo plac,,8 68839841,5045161,0,NoRole,rec-298
rec-271-dup-3,chi,f,19,20010511,ms,isabella,kai,vic,katandra,4064,27,eldridge street,,618 02390778,9772712,5,NoRole,rec-271
rec-78-org,chi,,8,20120813,mr,molly,mah,vic,catani,2022,4,lockhart place,brindabella court,08 41783266,7113346,6,NoRole,rec-78
rec-87-dup-0,iri,f,25,19950623,,lauren,oannegan,nj,poahtland,4670,10,ferrier plase,,612 25081064,6403864,9,NoRole,rec-87
rec-238-dup-0,eng,,,19010610,,olive,triggs,qld,ascot,30 31,23,o'reilly street,,3 8340 6601,6973666,0,NoRole,rec-238
rec-10-dup-2,unk,f,31,1989 0524,ms,benja min,aballon,nsw,wattleg rove,6016,5 3,stuart street,winter park,02 99743973,2548485,2,NoRole,rec-10
rec-293-dup-3,chi,f,12,20080201,,brooke,fu,sa,goodwood,2 1 3 5,7,gungurra c rescent,bethel hostel,07 93913672,3463 33,1,NoRole,rec-293
rec-27-dup-0,ita,u,25,19950813,hon,alicia,paluzzi,nsw,pappiuharra,4217,39,hay street,,2 02826158,2592227,7,NoRole,rec-27
rec-154-dup-1,cze,v,34,19860614,,jessica,rata,vic,nirim north,3161,28,antill street,wondilipy,08 17912836,6450728,7,NoRole,rec-154
rec-219-dup-1,swe,,10,20101107,,jasmine,stranga,qld,loda,2165,40,bamfoaht street,,03 71540236,1877378,4,NoRole,rec-219
rec-295-org,chi,m,,19830413,dr,cambell,gung,sa,robertstown,3585,6,macgregor street,,7 22646112,7902145,6,NoRole,rec-295
rec-100-dup-2,eng,f,30,19900909,,aal' lyah,proudfoot,nsw,,41 3,87,wylly place,,2 91347441,1765693,4,NoRole,rec-100
rec-212-dup-1,usa,f,42,19841129,,hickman,brodee,nsw,pleasure point,4700,24,chipperfield circuit,,02 43122842,8977529,3,NoRole,rec-212
rec-157-dup-0,usa,f,25,19950612,,emma,p ad l a,nsw,wiIlow tree,3103,2,kennedy s treet,willera,02 02083268,3837645,1,NoRole,rec-157
rec-186-org,usa,f,41,19790328,pfc,lucas,gaines,qld,domville,4301,1,appel crescent,,613 42975257,6827575,3,NoRole,rec-186
rec-281-org,usa,,11,20091003,,chevonne,oliver,vic,pakenham,6714,9,,,08 20979853,1227858,2,NoRole,rec-281
rec-285-dup-1,usa,f,32,19880207,,ckyle,crosbi,kld,ckorlette,2289,60,glenelg street,,03 05099911,9041349,3,NoRole,rec-285
rec-153-dup-1,ina,f,28,19920619,dr,cryjdal,widjaja,qld,mont tamporine,5311,50,clancy strit,,02 66251038,6131779,0,NoRole,rec-153
rec-157-org,usa,f,25,19950612,,emma,padilla,nsw,willow tree,3103,2,kennedy street,willera,02 02083268,3837645,1,NoRole,rec-157
rec-10-dup-3,unk,f,31,19890524,ms,benjamin,aballon,nsw,wattle grove,6016,S 3,stuartstreet,winter park,02 99 43 73,2548485,2,NoRole,rec-10
rec-134-dup-3,unk,m,29,199 0 915,,luca,strangway,vic,albanvale,2228,39,givens  treet,,08 69740178,S339880,2,NoRole,rec-134
rec-7-org,eng,,28,19921211,ms,joshua,traver,vic,molesworth,2785,8,bunya close,kings vale,618 28396626,1867076,3,NoRole,rec-7
